| Character   |   Char count |   Bit number |
| ۍ           |            1 |           16 |
| 萘          |            1 |           24 |
| 诙          |            1 |           24 |
| 闼          |            1 |           24 |
| 搗          |            1 |           24 |
| 贴          |            1 |           24 |
| 卖          |            1 |           24 |
| 榚          |            1 |           24 |
| 撻          |            1 |           24 |
| 挞          |            1 |           24 |
| ᐯ           |            1 |           24 |
| ᐠ           |            1 |           24 |
| 渇          |            1 |           24 |
| 騒          |            1 |           24 |
| 穣          |            1 |           24 |
| 蝪          |            1 |           24 |
| 綁          |            1 |           24 |
| 陥          |            1 |           24 |
| 鹪          |            1 |           24 |
| 鹩          |            1 |           24 |
| ♋          |            1 |           24 |
| 릇          |            1 |           24 |
| ↪           |            1 |           24 |
| ⊻           |            1 |           24 |
| 탬          |            1 |           24 |
| 恥          |            1 |           24 |
| 莢          |            1 |           24 |
| 魍          |            1 |           24 |
| 謳          |            1 |           24 |
| 憫          |            1 |           24 |
| 殘          |            1 |           24 |
| 眺          |            1 |           24 |
| 煊          |            1 |           24 |
| ṽ           |            1 |           24 |
| 욜          |            1 |           24 |
| 蠣          |            1 |           24 |
| 罚          |            1 |           24 |
| 珈          |            1 |           24 |
| 琲          |            1 |           24 |
| 霄          |            1 |           24 |
| ٔ            |            1 |           16 |
| 拠          |            1 |           24 |
| 墺          |            1 |           24 |
| 嘱          |            1 |           24 |
| 짝          |            1 |           24 |
| 펍          |            1 |           24 |
| 瑶          |            1 |           24 |
| ☯           |            1 |           24 |
| 娇          |            1 |           24 |
| 죄          |            1 |           24 |
| 澪          |            1 |           24 |
| 篝          |            1 |           24 |
| 蛉          |            1 |           24 |
| 푀          |            1 |           24 |
| 舅          |            1 |           24 |
| 鎔          |            1 |           24 |
| 镕          |            1 |           24 |
| 鹗          |            1 |           24 |
| 冼          |            1 |           24 |
| 嘔          |            1 |           24 |
| 呕          |            1 |           24 |
| ⇔           |            1 |           24 |
| 饶          |            1 |           24 |
| 糒          |            1 |           24 |
| 氈          |            1 |           24 |
| 澀          |            1 |           24 |
| 謡          |            1 |           24 |
| 飴          |            1 |           24 |
| 鯛          |            1 |           24 |
| 킵          |            1 |           24 |
| Ὃ           |            1 |           24 |
| 废          |            1 |           24 |
| Ｌ          |            1 |           24 |
| 仗          |            1 |           24 |
| 慊          |            1 |           24 |
| 溌          |            1 |           24 |
| ಛ           |            1 |           24 |
| ᠦ           |            1 |           24 |
| ᠮ           |            1 |           24 |
| ᠵ           |            1 |           24 |
| ᠰ           |            1 |           24 |
| ᠬ           |            1 |           24 |
| ڠ           |            1 |           16 |
| 桁          |            1 |           24 |
| 紮          |            1 |           24 |
| 俐          |            1 |           24 |
| 숲          |            1 |           24 |
| 曝          |            1 |           24 |
| 恤          |            1 |           24 |
| ᐹ           |            1 |           24 |
| 鹎          |            1 |           24 |
| ﹋          |            1 |           24 |
| 墊          |            1 |           24 |
| 粛          |            1 |           24 |
| 珞          |            1 |           24 |
| Ơ           |            1 |           16 |
| 螣          |            1 |           24 |
| 廄          |            1 |           24 |
| 嗚          |            1 |           24 |
| 噚          |            1 |           24 |
| 氫          |            1 |           24 |
| 哑          |            1 |           24 |
| 罷          |            1 |           24 |
| 饂          |            1 |           24 |
| 垮          |            1 |           24 |
| 罢          |            1 |           24 |
| 冻          |            1 |           24 |
| 粧          |            1 |           24 |
| 妝          |            1 |           24 |
| 싸          |            1 |           24 |
| 듕          |            1 |           24 |
| 맛          |            1 |           24 |
| 쌔          |            1 |           24 |
| 셩          |            1 |           24 |
| 펴          |            1 |           24 |
| 엿          |            1 |           24 |
| 聾          |            1 |           24 |
| 鄕          |            1 |           24 |
| 訣          |            1 |           24 |
| 賬          |            1 |           24 |
| 啣          |            1 |           24 |
| 咭          |            1 |           24 |
| 砒          |            1 |           24 |
| 祹          |            1 |           24 |
| ۝            |            1 |           16 |
| ☃           |            1 |           24 |
| ഀ            |            1 |           24 |
| ഁ            |            1 |           24 |
| ഄ           |            1 |           24 |
| ഍           |            1 |           24 |
| ഑           |            1 |           24 |
| ഩ           |            1 |           24 |
| ഺ           |            1 |           24 |
| ഻            |            1 |           24 |
| ഼            |            1 |           24 |
| ഽ           |            1 |           24 |
| ൄ            |            1 |           24 |
| ൅           |            1 |           24 |
| ൉           |            1 |           24 |
| ൎ           |            1 |           24 |
| ൏           |            1 |           24 |
| ൐           |            1 |           24 |
| ൑           |            1 |           24 |
| ൒           |            1 |           24 |
| ൓           |            1 |           24 |
| ൔ           |            1 |           24 |
| ൕ           |            1 |           24 |
| ൖ           |            1 |           24 |
| ൗ            |            1 |           24 |
| ൘           |            1 |           24 |
| ൙           |            1 |           24 |
| ൚           |            1 |           24 |
| ൛           |            1 |           24 |
| ൜           |            1 |           24 |
| ൝           |            1 |           24 |
| ൞           |            1 |           24 |
| ൟ           |            1 |           24 |
| ൠ           |            1 |           24 |
| ൡ           |            1 |           24 |
| ൢ            |            1 |           24 |
| ൣ            |            1 |           24 |
| ൤           |            1 |           24 |
| ൥           |            1 |           24 |
| ൰           |            1 |           24 |
| ൱           |            1 |           24 |
| ൲           |            1 |           24 |
| ൳           |            1 |           24 |
| ൴           |            1 |           24 |
| ൵           |            1 |           24 |
| ൶           |            1 |           24 |
| ൷           |            1 |           24 |
| ൸           |            1 |           24 |
| ൹           |            1 |           24 |
| ൺ           |            1 |           24 |
| ൻ           |            1 |           24 |
| ർ           |            1 |           24 |
| ൽ           |            1 |           24 |
| ൿ           |            1 |           24 |
| 昐          |            1 |           24 |
| 흔          |            1 |           24 |
| 顓          |            1 |           24 |
| 쳅          |            1 |           24 |
| 霽          |            1 |           24 |
| 쿰          |            1 |           24 |
| 咒          |            1 |           24 |
| 瘢          |            1 |           24 |
| 헛          |            1 |           24 |
| 즌          |            1 |           24 |
| 碌          |            1 |           24 |
| 謂          |            1 |           24 |
| ೌ            |            1 |           24 |
| 輩          |            1 |           24 |
|              |            1 |           16 |
| ێ           |            1 |           16 |
| 庖          |            1 |           24 |
| 鹂          |            1 |           24 |
| 焔          |            1 |           24 |
| 涧          |            1 |           24 |
| 廛          |            1 |           24 |
| 栾          |            1 |           24 |
| 뤄          |            1 |           24 |
| 縦          |            1 |           24 |
| ϖ           |            1 |           16 |
| ῠ           |            1 |           24 |
| 礫          |            1 |           24 |
| 摇          |            1 |           24 |
| 臆          |            1 |           24 |
| 侮          |            1 |           24 |
| 蔑          |            1 |           24 |
| 荨          |            1 |           24 |
| 颅          |            1 |           24 |
| 뤽          |            1 |           24 |
| 逕          |            1 |           24 |
| 雒          |            1 |           24 |
| 羋          |            1 |           24 |
| 絳          |            1 |           24 |
| 嫉          |            1 |           24 |
| 妬          |            1 |           24 |
| 侘          |            1 |           24 |
| 葫          |            1 |           24 |
| 茸          |            1 |           24 |
| 咳          |            1 |           24 |
| 菀          |            1 |           24 |
| ȯ           |            1 |           16 |
| 练          |            1 |           24 |
| 碚          |            1 |           24 |
| 垫          |            1 |           24 |
| 綦          |            1 |           24 |
| 潼          |            1 |           24 |
| 濯          |            1 |           24 |
| 짓          |            1 |           24 |
| Ắ           |            1 |           24 |
| Ằ           |            1 |           24 |
| Ẳ           |            1 |           24 |
| Ẵ           |            1 |           24 |
| Ặ           |            1 |           24 |
| 荇          |            1 |           24 |
| 珑          |            1 |           24 |
| ﺿ           |            1 |           24 |
| ﻀ           |            1 |           24 |
| ﺾ           |            1 |           24 |
| ﻔ           |            1 |           24 |
| ﻒ           |            1 |           24 |
| ﻐ           |            1 |           24 |
| ﻎ           |            1 |           24 |
| ﻬ           |            1 |           24 |
| ﻪ           |            1 |           24 |
| ﺤ           |            1 |           24 |
| ﺠ           |            1 |           24 |
| ﺞ           |            1 |           24 |
| ﻜ           |            1 |           24 |
| ﻚ           |            1 |           24 |
| ﻞ           |            1 |           24 |
| ﻤ           |            1 |           24 |
| ﺴ           |            1 |           24 |
| ﺲ           |            1 |           24 |
| ﺺ           |            1 |           24 |
| ﻃ           |            1 |           24 |
| ﻄ           |            1 |           24 |
| ﻂ           |            1 |           24 |
| ﺜ           |            1 |           24 |
| ﺚ           |            1 |           24 |
| ﺰ           |            1 |           24 |
| ﻇ           |            1 |           24 |
| ﻈ           |            1 |           24 |
| ﻆ           |            1 |           24 |
| 茴          |            1 |           24 |
| ẏ           |            1 |           24 |
| 疮          |            1 |           24 |
| 嬌          |            1 |           24 |
| 辨          |            1 |           24 |
| 閎          |            1 |           24 |
| 渾          |            1 |           24 |
| 骷          |            1 |           24 |
| 髅          |            1 |           24 |
| 皐          |            1 |           24 |
| 菖          |            1 |           24 |
| 椨          |            1 |           24 |
| 쥬          |            1 |           24 |
| 螯          |            1 |           24 |
| 價          |            1 |           24 |
| 飙          |            1 |           24 |
| 悩          |            1 |           24 |
| 缠          |            1 |           24 |
| 喚          |            1 |           24 |
| 祸          |            1 |           24 |
| ⅳ           |            1 |           24 |
| 羔          |            1 |           24 |
| 剥          |            1 |           24 |
| 醂          |            1 |           24 |
| 彤          |            1 |           24 |
| 倚          |            1 |           24 |
| 峯          |            1 |           24 |
| 蛸          |            1 |           24 |
| ƅ           |            1 |           16 |
| ƨ           |            1 |           16 |
| 茗          |            1 |           24 |
| 瀨          |            1 |           24 |
| 塹          |            1 |           24 |
| 朧          |            1 |           24 |
| 숙          |            1 |           24 |
| 릅          |            1 |           24 |
| ᚫ           |            1 |           24 |
| ȩ           |            1 |           16 |
| 烫          |            1 |           24 |
| 鞠          |            1 |           24 |
| 踘          |            1 |           24 |
| 坩          |            1 |           24 |
| 堝          |            1 |           24 |
| ﻻ           |            1 |           24 |
| Ὧ           |            1 |           24 |
| 밭          |            1 |           24 |
| 꾼          |            1 |           24 |
| 弴          |            1 |           24 |
| 鳶          |            1 |           24 |
| 熏          |            1 |           24 |
| 磊          |            1 |           24 |
| 栩          |            1 |           24 |
| 澣          |            1 |           24 |
| ̇            |            1 |           16 |
| 缀          |            1 |           24 |
| 绅          |            1 |           24 |
| 旃          |            1 |           24 |
| 夙          |            1 |           24 |
| 憑          |            1 |           24 |
| 歎          |            1 |           24 |
| 杢          |            1 |           24 |
| 诏          |            1 |           24 |
| 莹          |            1 |           24 |
| 翱          |            1 |           24 |
| 蓁          |            1 |           24 |
| 给          |            1 |           24 |
| ᕕ           |            1 |           24 |
| 諍          |            1 |           24 |
| 蘊          |            1 |           24 |
| 薀          |            1 |           24 |
| 怛          |            1 |           24 |
| 瞋          |            1 |           24 |
| 袜          |            1 |           24 |
| 酩          |            1 |           24 |
| 酊          |            1 |           24 |
| 掣          |            1 |           24 |
| 繞          |            1 |           24 |
| 恃          |            1 |           24 |
| 싶          |            1 |           24 |
| 쾨          |            1 |           24 |
| 쾡          |            1 |           24 |
|            |            1 |           24 |
| 钥          |            1 |           24 |
| 樅          |            1 |           24 |
| 恕          |            1 |           24 |
| 旨          |            1 |           24 |
| 𐌼           |            1 |           32 |
| 莖          |            1 |           24 |
| 흡          |            1 |           24 |
| ຳ           |            1 |           24 |
| ຜ           |            1 |           24 |
| ໝ           |            1 |           24 |
| ຝ           |            1 |           24 |
| 叭          |            1 |           24 |
| 喙          |            1 |           24 |
| 醃          |            1 |           24 |
| 젱          |            1 |           24 |
| 蛻          |            1 |           24 |
| 涇          |            1 |           24 |
| 캉          |            1 |           24 |
| 俔          |            1 |           24 |
| 빼          |            1 |           24 |
| 掀          |            1 |           24 |
| 馨          |            1 |           24 |
| 悰          |            1 |           24 |
| 媞          |            1 |           24 |
| 穏          |            1 |           24 |
| ₫           |            1 |           24 |
| 嗲          |            1 |           24 |
| 婁          |            1 |           24 |
| 麓          |            1 |           24 |
| 鳾          |            1 |           24 |
| 銮          |            1 |           24 |
| 颂          |            1 |           24 |
| 勘          |            1 |           24 |
| 篁          |            1 |           24 |
| 咬          |            1 |           24 |
| 궈          |            1 |           24 |
| 裙          |            1 |           24 |
| 轅          |            1 |           24 |
| ↛           |            1 |           24 |
| 鸨          |            1 |           24 |
| 팍          |            1 |           24 |
| ☍           |            1 |           24 |
| 郇          |            1 |           24 |
| 䳍          |            1 |           24 |
| 獴          |            1 |           24 |
| ①           |            1 |           24 |
| 驻          |            1 |           24 |
| 鸬          |            1 |           24 |
| 鹚          |            1 |           24 |
| 鹲          |            1 |           24 |
| Ỗ           |            1 |           24 |
| Ỡ           |            1 |           24 |
| 罟          |            1 |           24 |
| ਚ           |            1 |           24 |
| ਡ           |            1 |           24 |
| ☱           |            1 |           24 |
| ☳           |            1 |           24 |
| 鷂          |            1 |           24 |
| ☶           |            1 |           24 |
| 傣          |            1 |           24 |
| 𐎂           |            1 |           32 |
| 𐎉           |            1 |           32 |
| 𐎅           |            1 |           32 |
| 𐎆           |            1 |           32 |
| 𐎔           |            1 |           32 |
| 𐎘           |            1 |           32 |
| ⁓           |            1 |           24 |
| ∿           |            1 |           24 |
| ⎓           |            1 |           24 |
| 鹨          |            1 |           24 |
| 둠          |            1 |           24 |
| 邬          |            1 |           24 |
| 荪          |            1 |           24 |
| 萜          |            1 |           24 |
| 鹡          |            1 |           24 |
| 鸰          |            1 |           24 |
| 闳          |            1 |           24 |
| 鶺          |            1 |           24 |
| 鴒          |            1 |           24 |
| ǅ           |            1 |           16 |
| ǈ           |            1 |           16 |
| ǋ           |            1 |           16 |
| 舆          |            1 |           24 |
| 〶          |            1 |           24 |
| 〠          |            1 |           24 |
| 癭          |            1 |           24 |
| 槽          |            1 |           24 |
| 贩          |            1 |           24 |
| 杲          |            1 |           24 |
| 呎          |            1 |           24 |
| 皎          |            1 |           24 |
| 鈦          |            1 |           24 |
| 惚          |            1 |           24 |
| 獞          |            1 |           24 |
| 頴          |            1 |           24 |
| 椋          |            1 |           24 |
| 缉          |            1 |           24 |
| 罩          |            1 |           24 |
| 裃          |            1 |           24 |
| 怎          |            1 |           24 |
| 鹟          |            1 |           24 |
| 銜          |            1 |           24 |
| 挨          |            1 |           24 |
| 拶          |            1 |           24 |
| 廖          |            1 |           24 |
| 愷          |            1 |           24 |
| 闓          |            1 |           24 |
| 賡          |            1 |           24 |
| 蕊          |            1 |           24 |
| ᛜ           |            1 |           24 |
| 槿          |            1 |           24 |
| ਓ           |            1 |           24 |
| 戻          |            1 |           24 |
| ｒ          |            1 |           24 |
| ｄ          |            1 |           24 |
| Ｋ          |            1 |           24 |
| 襀          |            1 |           24 |
| 笥          |            1 |           24 |
| 宸          |            1 |           24 |
| 憙          |            1 |           24 |
| 캅          |            1 |           24 |
| 뵈          |            1 |           24 |
| 牦          |            1 |           24 |
| 怜          |            1 |           24 |
| ᐎ           |            1 |           24 |
| ᐤ           |            1 |           24 |
| 虱          |            1 |           24 |
| 婪          |            1 |           24 |
| 肚          |            1 |           24 |
| ∽           |            1 |           24 |
| 謎          |            1 |           24 |
| 偷          |            1 |           24 |
| 墮          |            1 |           24 |
| 婿          |            1 |           24 |
| 涯          |            1 |           24 |
| 嚮          |            1 |           24 |
| 銚          |            1 |           24 |
| 핍          |            1 |           24 |
| 澍          |            1 |           24 |
| 鄺          |            1 |           24 |
| 葆          |            1 |           24 |
| Ὂ           |            1 |           24 |
| ὂ           |            1 |           24 |
| Ὕ           |            1 |           24 |
| Ὦ           |            1 |           24 |
| 鼬          |            1 |           24 |
| 裳          |            1 |           24 |
| 畔          |            1 |           24 |
| 呵          |            1 |           24 |
| 膺          |            1 |           24 |
| ⻏          |            1 |           24 |
| ⻖          |            1 |           24 |
| 刂          |            1 |           24 |
| 召          |            1 |           24 |
| 刖          |            1 |           24 |
| 仄          |            1 |           24 |
| 杺          |            1 |           24 |
| ⺗          |            1 |           24 |
| 扌          |            1 |           24 |
| 杽          |            1 |           24 |
| 拏          |            1 |           24 |
| 掱          |            1 |           24 |
| 扡          |            1 |           24 |
| 掰          |            1 |           24 |
| 氵          |            1 |           24 |
| 汆          |            1 |           24 |
| 呇          |            1 |           24 |
| 沊          |            1 |           24 |
| 沝          |            1 |           24 |
| 灬          |            1 |           24 |
| 伙          |            1 |           24 |
| 灱          |            1 |           24 |
| 犭          |            1 |           24 |
| ⺫          |            1 |           24 |
| 飠          |            1 |           24 |
| 饣          |            1 |           24 |
| 鬯          |            1 |           24 |
| 羢          |            1 |           24 |
| 羬          |            1 |           24 |
| 扳          |            1 |           24 |
| 흰          |            1 |           24 |
| 琍          |            1 |           24 |
| 绳          |            1 |           24 |
| 薪          |            1 |           24 |
| 窑          |            1 |           24 |
| 倶          |            1 |           24 |
| 瘫          |            1 |           24 |
| 痪          |            1 |           24 |
| 얄          |            1 |           24 |
| 笩          |            1 |           24 |
| 礻          |            1 |           24 |
| 鲣          |            1 |           24 |
| ♨           |            1 |           24 |
| 狢          |            1 |           24 |
| ̎            |            1 |           16 |
| ＃          |            1 |           24 |
| 镫          |            1 |           24 |
| 죈          |            1 |           24 |
| 힉          |            1 |           24 |
| 豁          |            1 |           24 |
| 荡          |            1 |           24 |
| 汜          |            1 |           24 |
| 滎          |            1 |           24 |
| 寕          |            1 |           24 |
| 鄄          |            1 |           24 |
| 솝          |            1 |           24 |
| 呋          |            1 |           24 |
| 맵          |            1 |           24 |
| 꼭          |            1 |           24 |
| 瞞          |            1 |           24 |
| 潁          |            1 |           24 |
| 猷          |            1 |           24 |
| 骥          |            1 |           24 |
| 枥          |            1 |           24 |
| 奂          |            1 |           24 |
| 炳          |            1 |           24 |
| 玹          |            1 |           24 |
| 焜          |            1 |           24 |
| 阐          |            1 |           24 |
| 谌          |            1 |           24 |
| 翕          |            1 |           24 |
| 皑          |            1 |           24 |
| 琶          |            1 |           24 |
| 箫          |            1 |           24 |
| 唢          |            1 |           24 |
| 呐          |            1 |           24 |
| 钹          |            1 |           24 |
| 갤          |            1 |           24 |
| 敢          |            1 |           24 |
| Ɩ           |            1 |           16 |
| Ƙ           |            1 |           16 |
| Ƭ           |            1 |           16 |
| Ƴ           |            1 |           16 |
| ƹ           |            1 |           16 |
| ༀ           |            1 |           24 |
| ༁           |            1 |           24 |
| ༂           |            1 |           24 |
| ༃           |            1 |           24 |
| ༄           |            1 |           24 |
| ༅           |            1 |           24 |
| ༆           |            1 |           24 |
| ༇           |            1 |           24 |
| ༈           |            1 |           24 |
| ༉           |            1 |           24 |
| ༊           |            1 |           24 |
| ༌           |            1 |           24 |
| ༎           |            1 |           24 |
| ༏           |            1 |           24 |
| ༐           |            1 |           24 |
| ༑           |            1 |           24 |
| ༒           |            1 |           24 |
| ༓           |            1 |           24 |
| ༔           |            1 |           24 |
| ༕           |            1 |           24 |
| ༖           |            1 |           24 |
| ༗           |            1 |           24 |
| ༘            |            1 |           24 |
| ༙            |            1 |           24 |
| ༚           |            1 |           24 |
| ༛           |            1 |           24 |
| ༜           |            1 |           24 |
| ༝           |            1 |           24 |
| ༞           |            1 |           24 |
| ༟           |            1 |           24 |
| ༪           |            1 |           24 |
| ༫           |            1 |           24 |
| ༬           |            1 |           24 |
| ༭           |            1 |           24 |
| ༮           |            1 |           24 |
| ༯           |            1 |           24 |
| ༰           |            1 |           24 |
| ༱           |            1 |           24 |
| ༲           |            1 |           24 |
| ༳           |            1 |           24 |
| ༴           |            1 |           24 |
| ༵            |            1 |           24 |
| ༶           |            1 |           24 |
| ༷            |            1 |           24 |
| ༸           |            1 |           24 |
| ༹            |            1 |           24 |
| ༺           |            1 |           24 |
| ༻           |            1 |           24 |
| ༼           |            1 |           24 |
| ༽           |            1 |           24 |
| ༾            |            1 |           24 |
| ༿            |            1 |           24 |
| ཈           |            1 |           24 |
| ཪ           |            1 |           24 |
| ཫ           |            1 |           24 |
| ཬ           |            1 |           24 |
| ཭           |            1 |           24 |
| ཮           |            1 |           24 |
| ཯           |            1 |           24 |
| ཰           |            1 |           24 |
| ཷ            |            1 |           24 |
| ཹ            |            1 |           24 |
| ཻ            |            1 |           24 |
| ཽ            |            1 |           24 |
| ཾ            |            1 |           24 |
| ཿ            |            1 |           24 |
| ྂ            |            1 |           24 |
| ྃ            |            1 |           24 |
| ྅           |            1 |           24 |
| ྆            |            1 |           24 |
| ྇            |            1 |           24 |
| ྈ           |            1 |           24 |
| ྉ           |            1 |           24 |
| ྊ           |            1 |           24 |
| ྋ           |            1 |           24 |
| ྌ           |            1 |           24 |
| ྍ            |            1 |           24 |
| ྎ            |            1 |           24 |
| ྏ            |            1 |           24 |
| ྑ            |            1 |           24 |
| ྔ            |            1 |           24 |
| ྕ            |            1 |           24 |
| ྖ            |            1 |           24 |
| ྘           |            1 |           24 |
| ྚ            |            1 |           24 |
| ྛ            |            1 |           24 |
| ྞ            |            1 |           24 |
| ྠ            |            1 |           24 |
| ྥ            |            1 |           24 |
| ྨ            |            1 |           24 |
| ྪ            |            1 |           24 |
| ྮ            |            1 |           24 |
| ྯ            |            1 |           24 |
| ྰ            |            1 |           24 |
| ྴ            |            1 |           24 |
| ྶ            |            1 |           24 |
| ྸ            |            1 |           24 |
| ྺ            |            1 |           24 |
| ྻ            |            1 |           24 |
| ྼ            |            1 |           24 |
| ྽           |            1 |           24 |
| ྾           |            1 |           24 |
| ྿           |            1 |           24 |
| ࿀           |            1 |           24 |
| ࿁           |            1 |           24 |
| ࿂           |            1 |           24 |
| ࿃           |            1 |           24 |
| ࿄           |            1 |           24 |
| ࿅           |            1 |           24 |
| ࿆            |            1 |           24 |
| ࿇           |            1 |           24 |
| ࿈           |            1 |           24 |
| ࿉           |            1 |           24 |
| ࿊           |            1 |           24 |
| ࿋           |            1 |           24 |
| ࿌           |            1 |           24 |
| ࿍           |            1 |           24 |
| ࿎           |            1 |           24 |
| ࿏           |            1 |           24 |
| ࿐           |            1 |           24 |
| ࿑           |            1 |           24 |
| ࿒           |            1 |           24 |
| ࿓           |            1 |           24 |
| ࿔           |            1 |           24 |
| ࿕           |            1 |           24 |
| ࿖           |            1 |           24 |
| ࿗           |            1 |           24 |
| ࿘           |            1 |           24 |
| ࿙           |            1 |           24 |
| ࿚           |            1 |           24 |
| ࿛           |            1 |           24 |
| ࿜           |            1 |           24 |
| ࿝           |            1 |           24 |
| ࿞           |            1 |           24 |
| ࿟           |            1 |           24 |
| ࿠           |            1 |           24 |
| ࿡           |            1 |           24 |
| ࿢           |            1 |           24 |
| ࿣           |            1 |           24 |
| ࿤           |            1 |           24 |
| ࿥           |            1 |           24 |
| ࿦           |            1 |           24 |
| ࿧           |            1 |           24 |
| ࿨           |            1 |           24 |
| ࿩           |            1 |           24 |
| ࿪           |            1 |           24 |
| ࿫           |            1 |           24 |
| ࿬           |            1 |           24 |
| ࿭           |            1 |           24 |
| ࿮           |            1 |           24 |
| ࿯           |            1 |           24 |
| ࿰           |            1 |           24 |
| ࿱           |            1 |           24 |
| ࿲           |            1 |           24 |
| ࿳           |            1 |           24 |
| ࿴           |            1 |           24 |
| ࿵           |            1 |           24 |
| ࿶           |            1 |           24 |
| ࿷           |            1 |           24 |
| ࿸           |            1 |           24 |
| ࿹           |            1 |           24 |
| ࿺           |            1 |           24 |
| ࿻           |            1 |           24 |
| ࿼           |            1 |           24 |
| ࿽           |            1 |           24 |
| ࿾           |            1 |           24 |
| ࿿           |            1 |           24 |
| 贞          |            1 |           24 |
| 笮          |            1 |           24 |
| 廬          |            1 |           24 |
| 玠          |            1 |           24 |
| 蕤          |            1 |           24 |
| 儼          |            1 |           24 |
| 鱀          |            1 |           24 |
| 廙          |            1 |           24 |
| 羁          |            1 |           24 |
| 翩          |            1 |           24 |
| 驰          |            1 |           24 |
| 楛          |            1 |           24 |
| 摧          |            1 |           24 |
| 猱          |            1 |           24 |
| 俯          |            1 |           24 |
| 狡          |            1 |           24 |
| 剽          |            1 |           24 |
| 螭          |            1 |           24 |
| 檄          |            1 |           24 |
| 厉          |            1 |           24 |
| 躯          |            1 |           24 |
| 欻          |            1 |           24 |
| 搪          |            1 |           24 |
| 萁          |            1 |           24 |
| 泣          |            1 |           24 |
| 蜉          |            1 |           24 |
| 蝣          |            1 |           24 |
| 饗          |            1 |           24 |
| 芻          |            1 |           24 |
| 刍          |            1 |           24 |
| 鳝          |            1 |           24 |
| 刈          |            1 |           24 |
| 鱲          |            1 |           24 |
| 貊          |            1 |           24 |
| 貘          |            1 |           24 |
| 黻          |            1 |           24 |
| 獃          |            1 |           24 |
| 瓊          |            1 |           24 |
| 첨          |            1 |           24 |
| 鄞          |            1 |           24 |
| 荫          |            1 |           24 |
| 洼          |            1 |           24 |
| 롄          |            1 |           24 |
| 栏          |            1 |           24 |
| 圃          |            1 |           24 |
| 崂          |            1 |           24 |
| 膩          |            1 |           24 |
| 邢          |            1 |           24 |
| 镨          |            1 |           24 |
| 雋          |            1 |           24 |
| 漪          |            1 |           24 |
| 騮          |            1 |           24 |
| 誡          |            1 |           24 |
| 擁          |            1 |           24 |
| 悅          |            1 |           24 |
| 扱          |            1 |           24 |
| 鸳          |            1 |           24 |
| 鸯          |            1 |           24 |
| 噂          |            1 |           24 |
| 锯          |            1 |           24 |
|            |            1 |           24 |
| 鐳          |            1 |           24 |
| 貂          |            1 |           24 |
| 賦          |            1 |           24 |
| 萠          |            1 |           24 |
| 葭          |            1 |           24 |
| 扭          |            1 |           24 |
| 賄          |            1 |           24 |
| 賂          |            1 |           24 |
| 픔          |            1 |           24 |
| 杖          |            1 |           24 |
| 罘          |            1 |           24 |
| 崳          |            1 |           24 |
| 椴          |            1 |           24 |
| 崋          |            1 |           24 |
| 緹          |            1 |           24 |
| 彬          |            1 |           24 |
| 嫻          |            1 |           24 |
| 泪          |            1 |           24 |
| 竃          |            1 |           24 |
| 惊          |            1 |           24 |
| 晝          |            1 |           24 |
| 忧          |            1 |           24 |
| 闹          |            1 |           24 |
| 鬧          |            1 |           24 |
| 阋          |            1 |           24 |
| 鬩          |            1 |           24 |
| 蟆          |            1 |           24 |
| 浚          |            1 |           24 |
| 稍          |            1 |           24 |
| ၘ            |            1 |           24 |
| 膦          |            1 |           24 |
| 豨          |            1 |           24 |
| 嫣          |            1 |           24 |
| 璉          |            1 |           24 |
| 瑆          |            1 |           24 |
| 劻          |            1 |           24 |
| 륭          |            1 |           24 |
| 苛          |            1 |           24 |
| 쫓          |            1 |           24 |
| 텟          |            1 |           24 |
| 萱          |            1 |           24 |
| 鶤          |            1 |           24 |
| 咀          |            1 |           24 |
| 蚺          |            1 |           24 |
| 鹹          |            1 |           24 |
| 蠄          |            1 |           24 |
| 蟧          |            1 |           24 |
| 滘          |            1 |           24 |
| 鯆          |            1 |           24 |
| 鰽          |            1 |           24 |
| 牵          |            1 |           24 |
| 冏          |            1 |           24 |
| 邽          |            1 |           24 |
| 洮          |            1 |           24 |
| 梳          |            1 |           24 |
| 阔          |            1 |           24 |
| 鮀          |            1 |           24 |
| 濠          |            1 |           24 |
| 棐          |            1 |           24 |
| 溢          |            1 |           24 |
| 韞          |            1 |           24 |
| 伉          |            1 |           24 |
| 儷          |            1 |           24 |
| 挂          |            1 |           24 |
| 皂          |            1 |           24 |
| 徑          |            1 |           24 |
| 鰲          |            1 |           24 |
| 磡          |            1 |           24 |
| 扯          |            1 |           24 |
| 蜆          |            1 |           24 |
| 屎          |            1 |           24 |
| 麪          |            1 |           24 |
| 夺          |            1 |           24 |
| 镑          |            1 |           24 |
| 稜          |            1 |           24 |
| 栢          |            1 |           24 |
| 薗          |            1 |           24 |
| 冨          |            1 |           24 |
| 樫          |            1 |           24 |
| 腱          |            1 |           24 |
| 儕          |            1 |           24 |
| 栈          |            1 |           24 |
| 匣          |            1 |           24 |
| 儁          |            1 |           24 |
| 乂          |            1 |           24 |
| 鄚          |            1 |           24 |
| 숑          |            1 |           24 |
| 뭔          |            1 |           24 |
| 桟          |            1 |           24 |
| 甌          |            1 |           24 |
| 같          |            1 |           24 |
| 踝          |            1 |           24 |
| 덟          |            1 |           24 |
| 좋          |            1 |           24 |
| 큔          |            1 |           24 |
| 冴          |            1 |           24 |
| 璞          |            1 |           24 |
